"","FPKM.L_32ko1","FPKM.L_32ko4","FPKM.L_32ko5","FPKM.L_32wt1","FPKM.L_32wt4","FPKM.L_32wt5","FPKM.L_48ko1","FPKM.L_48ko2","FPKM.L_48ko3","FPKM.L_48wt1","FPKM.L_48wt3","FPKM.L_48wt4"
"Ppp1r1a",0,0,0,0.0101660301668806,0,0,0,0,0,0.00834990372272144,0,0
"Ppp1r1b",1.54315060836502,3.79002057034221,5.12499865019011,0.601644594423321,1.41294352978454,0.900205468948035,1.34252426489227,1.23749030418251,0.493195830164766,1.01346680608365,1.02554468314322,1.05525170468948
"Ppp1r1c",0,0,0,0,0,0,0,0,0,0,0,0
"Ppp1r2",22.8357570398936,18.2422495132979,22.4265166515957,15.6889296382979,18.7991330505319,17.750202375,17.0360925319149,15.9220092287234,13.7002290159574,18.4854579335106,16.6478338005319,21.3936161569149
"Ppp1r21",10.2989560672269,15.2492043053221,13.8140179103641,9.565775232493,10.1485065098039,8.5490078487395,11.5045709439776,12.6808085742297,12.8911647591036,8.26143028851541,8.18855778431373,11.0659241176471
"Ppp1r27",0.0425691459256734,0.0381862011592226,0.0249009798840777,0,0.0273849982952608,0.0231432826457552,0.098322097170133,0.0688458319127174,0.0411692291169451,0.040811179679509,0.0887064118649847,0.0691931210364814
"Ppp1r32",0,0,0.00668227028821889,0.00420743604728384,0,0,0.00682247854960818,0,0.0102950094302032,0.0100971731969717,0.00479638995882587,0.00622382095895869
"Ppp1r35",0.441713600552868,0.48733662289795,0.908074862934808,0.493348638562543,0.722770785533287,0.431421888965676,0.90103471550334,0.409761829071642,0.278373172080166,0.633640336328035,0.50991004837595,0.404535420410044
"Ppp1r36",0.105377160305344,0.142972335877863,0.25599041221374,0.0457536183206107,0.0271605496183206,0.0506449465648855,0.0696833893129771,0.102358687022901,0.0283653435114504,0.086322106870229,0.104227908396947,0.152451847328244
"Ppp1r37",11.326182405599,13.4116389713542,13.8445906347656,13.4271078730469,14.7379325966797,12.661761,12.3038958551432,13.6661521468099,13.3408583870443,14.1882442871094,14.6351964427083,11.6371004554036
"Ppp1r3a",0,0.0635048675373134,0.544918398320896,0,0,0,0,0,0,0,0,0
"Ppp1r3b",391.698535074047,198.282006379583,164.562635076923,165.079707159597,166.097523422717,155.459295931704,196.788402785047,217.535418047448,222.947109625449,71.1416749000719,176.065164718188,176.707582785766
"Ppp1r3c",105.448901330135,29.7030412921936,36.5260035870039,90.4772694805931,25.9049864574793,57.1509380370693,57.049648928478,57.8387024339293,45.0969930327082,16.9906331003053,72.5414825207152,33.2528738648059
"Ppp1r3d",1.95695137981037,1.7454271321807,2.26051912102621,1.49939642610151,1.53571216062465,2.33610437032906,1.69842707417736,1.38488090128277,1.94664056218628,1.44830493697713,1.08759593976576,1.53530267484663
"Ppp1r3e",0.129100227438706,0.148123613980177,0.138090040688576,0.114792634324465,0.132652590505999,0.0747014001043297,0.0803770725091289,0.138468064684403,0.149582864893062,0.213800250391236,0.143984363067293,0.125504525821596
"Ppp1r42",0,0,0,0.0106802787143178,0.0167667244324567,0,0.0181008213081591,0.00725108383906496,0.017598072825354,0.00854359766239604,0,0
"Ppp1r7",3.4979071989418,5.01205881164021,4.65318671984127,2.91190557116402,3.5720633042328,3.19560365978836,2.79186398809524,3.34848488518519,3.27136061878307,2.63933702513227,3.37147433333333,3.32846663121693
"Ppp1r8",6.0545595313093,6.55141105882353,8.00835001012018,4.56157005249842,6.21483626628716,5.07720328336496,5.31860391208096,5.99316997849462,4.89136750917141,6.32322827640734,5.64684879633144,5.78612327514232
"Ppp1r9a",0.318777652173913,0.501238198369565,0.794134614130435,0.228741163043478,0.437603869565217,0.378777668478261,0.2239295625,0.11369685326087,0.212599467391304,0.145818758152174,0.20708114673913,0.167596850543478
"Ppp1r9b",4.97133645899054,9.32840636498423,10.1287983066246,4.48047281545741,6.88125707223975,6.15955348485804,6.31455973249211,5.5883889,6.54833713911672,6.65242689747634,5.66654954952681,5.36231794731861
"Ppp2ca",46.7455638255319,59.6225986851064,100.925550421277,36.126364787234,38.215651212766,41.8172328,40.2539076382979,39.9673386,41.4819628851064,36.3910741659574,38.7522181914894,43.756730693617
"Ppp2cb",12.6459762432214,17.1140991428571,21.6802894698503,10.5310435592877,11.2425242707406,10.2489812585998,12.093449694051,10.8159569065156,10.0438729012546,10.1428130457305,10.5775272626467,12.3587857697289
"Ppp2r1a",37.337332183161,67.8878855184638,76.403953985229,53.2371189837518,60.7613812466765,50.9889982865583,51.9893918818316,51.7190553855244,56.0829292998523,55.7609950723781,58.4357228951256,53.4300352378139
"Ppp2r1b",7.66420539766082,21.1430046140351,18.9884946491228,8.15196087719298,6.4566319005848,8.38462033918129,8.1569828245614,11.7818500175439,7.00468040935673,5.96073823391813,6.01835252046784,5.88293605263158
"Ppp2r2a",7.51035089457484,5.91286899769142,6.864931848788,5.04878511927665,6.32485094267026,5.89674857637553,5.31687228741824,4.75783450365525,4.77898902462486,4.38957214313197,5.23604096767988,4.82301422662563
"Ppp2r2b",0.0932037155399473,0.33222067427568,0.472366540825285,0.158946827041264,0.0491458630377524,0.0761389253731343,0.217282535557507,0.109791323968393,0.210877696224759,0.0334277857769974,0.14802177524144,0.105281715539947
"Ppp2r2c",0,0,0.0192845926829268,0.0852797085365854,0,0.0458370280487805,0.0736567743902439,0.0214402597560976,0,0.0331721743902439,0.066058687804878,0
"Ppp2r2d",8.08420674418605,10.161526744186,12.2660079069767,5.65977906976744,6.80286,6.98526,6.88284697674418,7.55065604651163,6.43866906976744,5.77626069767442,6.1539111627907,5.40374372093023
"Ppp2r3a",6.77229519337442,7.42277803929122,8.0877796440678,3.11989726656394,6.25731275423729,5.02895287057011,4.98427930431433,4.23904909244992,3.87554750616333,5.08218831972265,5.18417804545455,8.18681195608629
"Ppp2r3b",0.637219288748305,1.07876321554451,1.33432022864889,0.633339586082241,0.942734807953005,0.715767569814731,0.818771668323543,0.806419205603254,0.724717958427474,0.759533374604609,0.884667939448712,0.702377500225938
"Ppp2r3c",12.0851223671498,9.95664797101449,9.85016780193237,8.31503173913043,9.47174275362319,8.42478200483092,8.04293038647343,9.94025490338164,7.17135555555556,8.05678422705314,10.7107518599034,9.73373176328502
"Ppp2r4",6.62749130257407,9.60986667411365,10.9561775235551,7.57923122826615,5.53151337979602,5.87787614521612,6.96533885672657,8.04798765662943,7.54590881787276,5.67356543564837,5.13392523020884,5.59744476396309
"Ppp2r5a",41.2839522022279,59.1057090916881,49.8441821199657,47.8924895218509,39.7000774344473,39.7256025432733,52.2982474327335,52.0645985347044,47.9917058834619,34.456813664096,34.717323487575,49.7350755989717
"Ppp2r5b",2.92493182974743,4.0994758868101,4.85012590084191,2.92630227502339,2.87360534190833,3.01135372357343,3.53157537137512,3.31687710851263,3.27300215809167,4.09524344667914,2.63550082600561,2.66743406407858
"Ppp2r5c",25.1855975445545,23.9136155643564,24.2479827326733,20.6585061782178,20.1713452277228,20.3524659009901,21.4460225346535,18.7309294653465,17.7968097425743,19.1220606336634,19.9078736237624,20.5001814653465
"Ppp2r5e",15.036120647801,11.2685291950252,11.6430727256669,14.8463994592646,18.2291887516222,13.9066203471521,13.0176734470079,10.5543196935833,11.7153195767844,16.7349403864456,17.1277276665465,14.6777833918529
"Ppp3ca",55.6178713964817,60.4868796454668,54.1459385602165,42.6878303870095,51.8422679269283,48.8859710987821,43.4601948876861,39.2286023545332,41.2264684546685,45.6728458376184,48.155975488498,43.7715391177267
"Ppp3cb",16.976220222692,17.0032593685694,16.8146377463002,12.8883190218464,14.4649606793517,14.1927642001409,13.5474919943622,13.0249220042283,11.6547442494715,13.3380086751233,14.1158353742072,15.0975088470754
"Ppp3cc",2.0356616350365,2.04378291970803,2.20461669586375,1.36474001459854,1.90405691484185,1.75301006326034,1.30424764963504,1.23008907542579,1.17045238442822,1.66260891970803,1.87605755231144,1.25215327493917
"Ppp3r1",17.9962929570957,18.3631515961221,23.6461110020627,10.7288541192244,13.8111451955446,12.7874922755776,15.0348917479373,11.7943018580858,13.1477392046205,11.2580112128713,12.5983727656766,13.806815970297
"Ppp3r2",0,0,0,0,0,0,0,0,0,0,0,0
"Ppp4c",4.70573823195054,5.95861674531312,6.75150096629438,5.54878979138412,4.96143190027922,5.03710614579178,4.71439882987635,4.42729415037894,4.50468257279617,4.47154351735142,4.56072316753091,5.14259495672118
"Ppp4r1",7.08386961925043,9.24380625127768,10.0768384855196,7.04559410647359,4.96898369846678,5.99491951788756,6.27940538586031,6.35365950255537,6.39139623424191,6.17874469420784,5.36539529897785,7.20229013202726
"Ppp4r2",66.6480999168778,51.064760466295,53.4130058590978,41.1201118783578,44.0607789396858,48.1299881601622,54.6314067916878,44.3899023618855,48.3159370947795,45.174794299037,50.0564501814496,52.7011730116574
"Ppp4r3a",25.1060646086957,21.4776752608696,21.8875796086956,17.1580141304348,21.5709045652174,20.1634432826087,20.2763001956522,18.9434870869565,25.7278475,18.242260173913,26.0298989130435,21.0027464782609
"Ppp4r3b",21.2361245028782,19.4607228653005,18.461041173843,14.689451032466,18.9910023863689,17.586187647709,18.1070767874741,17.1359817075754,14.9160277236933,16.7508965788625,19.714873670274,19.4557400368409
"Ppp4r4",0.358092274553571,0.199774247209821,0.231739541852679,0.141330077008929,0.343495235491071,0.300309462053571,0.148961732142857,0.0883693777901786,0.125277657924107,0.221147991629464,0.375976448102679,0.489015549107143
"Ppp5c",4.92727626330065,6.00065824243689,6.66990124201961,4.76022330419362,5.14544404172752,4.90156181222616,4.86899311057793,4.7612231825579,4.51376460755268,4.57313902315877,4.51308704485708,4.51311174337576
"Ppp6c",7.55481545524101,8.11595034429992,8.43535118592196,5.86641273144606,7.91508273909717,7.30412460596787,6.98807363427697,7.47957360367253,6.28839603672532,6.51571944912012,7.60457921958684,7.84235346595256
"Ppp6r1",64.6400099499609,90.4960927083659,94.9159152509773,79.4444684182955,75.7392306677091,70.8027982580141,68.7638191813917,65.3186758569195,70.0852660664582,72.1923205645035,71.1951385621579,77.4635578663018
"Ppp6r2",20.8813178591549,23.4598628356807,24.2448597934272,23.0576492769953,24.0796087887324,22.1601054647887,22.1060362816901,25.9598647887324,23.1679035492958,20.1792892394366,19.8746681690141,17.5909029859155
"Ppp6r3",30.8725529636278,31.1099694754369,28.8993855758148,22.8686821898914,28.2320922068965,27.2321121119509,25.0033727720831,24.0034198457723,23.4992820533774,23.0452873726972,26.6656460751063,28.7113050408597
"Pprc1",4.86482343579291,7.48925812311455,11.2414190852018,4.46782578230738,4.91178805381166,4.69334801956788,5.00908682429678,6.02358949531186,5.14270452996331,5.02571497594782,4.75828561924174,6.22687621524664
"Ppt1",31.6205748888889,48.6737713744856,46.294576100823,34.6657186193416,37.7700332057613,31.9401906728395,41.4160727160494,40.6775370617284,28.1772279300412,28.3656462098765,31.7578331687243,37.5055196893004
"Ppt2",9.8517457366548,12.9324352313167,9.5997750747331,9.43617288256228,11.7072471032028,9.55987661209964,9.824211886121,10.3899808185053,7.7433322633452,9.22531046263345,9.74154666192171,8.26776100355872
"Pptc7",19.9173218812325,15.7918664605042,12.9888232571429,17.9058042229692,22.9306727271709,26.2985813422969,13.4260448358543,9.82065270252101,12.6501506969188,14.1073915014006,22.1162669781513,16.1748145635854
"Ppwd1",15.4215720068306,13.0888427308743,12.7180711106557,8.5161156215847,10.745849057377,12.2070361461749,12.1395384330601,10.7264294740437,11.4767291202186,11.4630700655738,15.1538096311475,14.0159694959016
"Ppy",0,0,0,0,0,0,0,0,0,0,0,0
"Pqbp1",6.82782745773039,8.13946440517898,7.4019200883473,4.817756770754,7.10678063061691,6.35960484082254,6.56777426351866,6.13734903579589,5.23427281949733,7.01836386290937,5.73985281340442,5.78546341507997
"Pqlc1",9.08983512922883,8.64885386110527,9.31800906492961,10.7174678188695,9.65422332317714,8.70223770119773,7.47606310149191,9.52239850388737,8.17302889787771,9.53330054423198,10.0747354160538,9.66594115990754
"Pqlc2",0.624170431654676,1.13715190647482,1.32264281294964,0.673871827338129,1.11514275539568,0.554701964028777,1.2016495323741,1.04508008633094,1.09875525899281,1.09788502158273,0.724371050359712,0.703473064748201
"Pqlc3",0.520208074391989,1.46586685550787,2.0311553304721,0.339262701001431,0.317254340486409,0.456247021459227,0.836464789699571,0.647659628040057,0.321802557939914,0.531717195994278,0.513369745350501,0.602993258941345
"Praf2",0.8582350355273,1.60593010359013,1.5240276776365,1.53233188706058,0.904465500373972,1.19257521465969,0.969092695961107,0.940167905011219,0.88240081525804,0.512926838070307,0.707749228122663,0.957289935676888
"Pragmin",0.385561362358031,1.01758950730124,2.23618692320173,0.65213485559762,0.574902128177393,0.297222585722012,0.472507700378583,0.615293143320714,0.519042432666306,0.338861905354246,0.27275324391563,0.645069709572742
"Pramef8",2.85024802511774,2.30156243642072,3.88332657456829,2.25090970172684,2.8601250989011,3.03032132496075,3.6102301978022,3.1435018021978,2.69334604709576,4.57088298273155,4.17816979591837,2.77989875039246
"Pramel",0,0,0,0,0,0,0,0,0,0,0,0
"Pramel1",0,0,0,0,0,0,0,0,0,0,0,0
"Pramel6",0,0,0,0,0,0,0,0,0,0,0,0
"Prap1",0,0,0,0,0,0.00956006241519674,0,0,0,0.00300756852103121,0,0
"Prc1",0.243951135019973,0.542444165113182,0.567377781091878,0.580821628761651,0.168375205326232,0.177054717443409,0.302715432223702,0.252634545938748,0.406975625033289,0.331285850332889,0.200354735552597,0.180662668442077
"Prcc",2.88743445609756,3.01615286341463,3.18611663902439,2.41211514146341,2.8264293902439,2.6884162902439,2.46501718536585,2.6563039,2.49708482439024,2.55840789512195,2.78190667317073,2.44785577073171
"Prcp",8.25096476898982,9.41850434612373,9.53805943226312,5.65360808927173,7.11099012920908,10.489563394675,10.5266287470634,10.2115792834769,7.09309449490995,7.32407484338293,7.96330485904464,9.21907821848082
"Prdm1",0.821302052083333,1.09866931510417,1.00948463802083,0.568656916666667,1.81132336458333,0.9513576015625,0.825589703125,0.970861231770833,0.820760817708333,0.533244450520833,0.624799427083333,0.716832302083333
"Prdm11",1.79244182485876,1.86701994350282,2.2799638700565,1.17054169491525,1.5921921299435,1.55871959322034,1.12694126553672,1.25381359322034,1.29689638418079,1.13643271751412,1.99305216949153,1.7050415480226
"Prdm2",49.6867194090382,47.8626636152955,53.0909831402086,36.9686405561993,48.8364801274623,44.4458718424102,48.1175144843569,42.5734141946698,43.1442453650058,44.669074797219,39.8516365585168,47.6934281575898
"Prdm4",5.86444000705716,8.36837836273818,8.46787982357092,4.7832400649259,6.20841892731122,6.01851812279464,6.10020827240649,7.45352366690191,6.88278126887791,8.38069415808045,6.74396587155963,7.05655240084686
"Prdm9",5.0789923359116,3.12568956464088,2.69365816574586,2.40024440220994,4.22955463425414,5.25313909392265,4.39035049723757,4.23458312486188,4.05295451933702,3.66334599779006,4.30487209723757,4.37711246850829
"Prdx1",456.930907610294,483.151990202206,478.285145275735,381.695167224265,506.058066691176,491.457497205882,466.018093033088,456.042223363971,421.478597169118,446.544556286765,452.429498272059,510.565167794118
"Prdx2",48.7190589731308,59.9478987862149,65.7444741997664,73.7945573551402,58.255771536215,51.3849506600467,48.0140333411215,49.6131783901869,53.5595261635514,48.206274656542,44.9725209042056,44.7913725665888
"Prdx3",28.6219481440763,34.6149561581325,34.0151902791165,25.7974225532129,29.0221987158635,30.6511888870482,27.5843662550201,30.5546429578313,30.3062696044177,25.8142088815261,28.4212690758032,25.2019709839357
"Prdx4",69.8680042844037,68.1705231834862,63.0854170229358,76.977660206422,71.5716476880734,73.7556750550459,57.5298030229358,59.2274169678899,53.5787241330275,73.4615899082569,75.000137233945,79.2673019036697
"Prdx5",121.057065577197,118.633397301663,136.98995207601,106.628767752969,93.8067814346793,110.331689501188,91.1314798859857,106.289887410926,107.390367106888,102.551215752969,104.013223182898,139.245757909739
"Prdx6",82.27997594926,92.0128455532065,98.8227405835095,75.1701762818887,95.7582346441156,93.5409605863284,97.2042533051445,86.8635488992248,80.8150239436223,78.2141418407329,75.9411288513037,92.0061809386892
"Preb",15.473401620438,16.2197654890511,19.6653293430657,15.7074572583942,15.3665526306569,15.8133458715328,13.2344190656934,15.382566420438,15.3465875562044,18.7742154131387,17.6285013459854,14.8991654540146
"Prelid1",54.6732513229927,70.8651729790146,80.1476264051095,62.6468275775547,48.522382814781,45.2183954014599,59.743455939781,61.3337773768248,57.5088122308394,53.1389649361314,47.4291421532847,50.0699287135036
"Prelid2",3.41284052426471,1.98627026102941,1.26995965625,1.22441256397059,2.89341892757353,2.89136237352941,1.07634206580882,1.55668975477941,1.19027441691176,2.59062566691176,2.23764858713235,2.65163630588235
"Prelp",3.90264644226804,8.10210409051546,6.41170380989691,4.02704154123711,4.61400898948454,5.0021631272165,5.05440017443299,3.48694644247423,3.41214671010309,4.44632912412371,4.4203105156701,3.64837100474227
